Address,Baths,Price,Rooms,Surface,Title
Pryconsa- Alcalá De Henares,1 baño,159.500 €,3 dorm.,83 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Chorrillo - Estación - Ensanche- Ensanche- Alcalá De Henares,2 baños,275.000 €,4 dorm.,197 m,Piso en venta en Calle Mario Vargas Llosa
San Diego- Madrid,1 baño,129.000 €,4 dorm.,71 m,Piso en venta en Puente De Vallecas
San Diego- Madrid,1 baño,125.000 €,3 dorm.,65 m,Piso en venta en Puente De Vallecas
Madrid,1 baño,250.000 €,1 dorm.,55 m,Piso en venta en Retiro
Fuenlabrada,2 baños,169.900 €,3 dorm.,100 m,Local comercial en venta en Centro
Tetuán- Berruguete- Madrid,1 baño,130.000 €,2 dorm.,52 m,Local comercial en venta en Calle Algodonales
Aluche- Madrid,1 baño,199.900 €,3 dorm.,80 m,Piso en venta en Latina
Torrejón De Ardoz,1 baño,219.000 €,3 dorm.,100 m,Piso en venta en Torrejón De Ardoz
Orcasitas - San Fermin- Madrid,2 baños,192.000 €,3 dorm.,81 m,Casa en venta en Usera
Rosas- Madrid,2 baños,209.000 €,3 dorm.,91 m,Piso en venta en San Blas
Moncloa - Aravaca- Valdezarza- Madrid,1 baño,75.000 €,2 dorm.,48 m,Piso en venta en calle valldemosa
Bellas Vistas- Madrid,1 baño,295.000 €,4 dorm.,96 m,Piso en venta en Tetuán
Chorrillo - Estación - Ensanche- Ensanche- Alcalá De Henares,1 baño,259.000 €,2 dorm.,106 m,Piso en venta en Calle Rafael Alberti
Simancas- Madrid,2 baños,220.000 €,4 dorm.,109 m,Piso en venta en San Blas
Latina- Lucero- Madrid,1 baño,125.000 €,2 dorm.,49 m,Piso en venta en Calle Sepúlveda
Rosas- Madrid,1 baño,119.000 €,2 dorm.,64 m,Piso en venta en San Blas
Pryconsa- Alcalá De Henares,1 baño,169.900 €,4 dorm.,80 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Rosas- Madrid,1 baño,109.999 €,2 dorm.,62 m,Piso en venta en San Blas
Móstoles,1 baño,109.900 €,2 dorm.,48 m,Piso en venta en Centro - Hospital
Chorrillo - Estación - Ensanche- Ensanche- Alcalá De Henares,2 baños,370.000 €,4 dorm.,224 m,Casa en venta en Calle Pablo Neruda
Salamanca- Fuente Del Berro- Madrid,1 baño,223.000 €,2 dorm.,55 m,Piso en venta en Calle del Maestro Alonso
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,2 baños,180.000 €,4 dorm.,98 m,Piso en venta en Calle Paso de Villamanrique
Chamartín- Prosperidad- Madrid,2 baños,539.000 €,3 dorm.,96 m,Piso en venta en Calle San Julio
Bellas Vistas- Madrid,1 baño,125.000 €,3 dorm.,40 m,Piso en venta en Tetuán
Bellas Vistas- Madrid,1 baño,150.000 €,2 dorm.,36 m,Piso en venta en Tetuán
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,1 baño,329.000 €,9 dorm.,175 m,Piso en venta en Paso Villamanrique
Lavapiés - Embajadores- Madrid,1 baño,330.000 €,3 dorm.,62 m,Piso en venta en Centro
Rosas- Madrid,1 baño,105.000 €,3 dorm.,78 m,Local comercial en venta en San Blas
Pueblo Nuevo- Madrid,2 baños,270.000 €,3 dorm.,100 m,Piso en venta en Ciudad Lineal
Móstoles,1 baño,99.900 €,3 dorm.,73 m,Piso en venta en Centro - Hospital
Getafe Centro- Getafe,3 baños,260.000 €,3 dorm.,85 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
